,Idade,Salario_anual,Situacao_prop,Tempo_trabalho,Motivo_emprest,Pont_emprest,Total_emprest,Tx_juros,Possib_inadimp,Renda_pecentual,Periodo,Inadimplente
287,24.0,46000.0,Mortgage,9.0,Education,A,12000.0,7.88,1.0,0.26,4,N
288,23.0,59000.0,Mortgage,7.0,Education,A,9000.0,8.49,0.0,0.15,3,N
289,46.0,54196.0,Mortgage,17.0,Venture,B,4500.0,11.49,0.0,0.08,14,N
290,39.0,60000.0,Rent,3.0,Personal,B,8000.0,9.88,0.0,0.13,14,N
291,24.0,39996.0,Rent,0.0,Venture,D,5000.0,14.11,1.0,0.13,3,Y
292,27.0,86625.0,Mortgage,3.0,Homeimprovement,A,14825.0,11.0,0.0,0.17,9,N
293,30.0,90722.0,Mortgage,6.0,Venture,A,10000.0,6.91,0.0,0.11,8,N
294,22.0,55992.0,Rent,6.0,Venture,B,14000.0,12.21,0.0,0.25,3,N
295,38.0,40000.0,Rent,5.0,Medical,B,4000.0,11.49,0.0,0.1,12,N
296,57.0,15000.0,Mortgage,1.0,Debtconsolidation,C,3000.0,12.68,1.0,0.2,23,N
297,25.0,34000.0,Mortgage,9.0,Debtconsolidation,B,10000.0,12.42,0.0,0.29,3,N
298,30.0,36000.0,Mortgage,2.0,Venture,A,3000.0,6.39,0.0,0.08,10,N
299,28.0,57000.0,Own,7.0,Personal,B,3500.0,11.83,0.0,0.06,6,N
300,24.0,55000.0,Rent,1.0,Homeimprovement,B,7500.0,12.53,0.0,0.14,2,N
301,43.0,138000.0,Mortgage,4.0,Education,A,9900.0,6.99,0.0,0.07,14,N
302,22.0,18000.0,Own,1.0,Medical,D,5400.0,15.31,1.0,0.3,2,Y
303,28.0,86400.0,Rent,1.0,Homeimprovement,B,2425.0,11.49,0.0,0.03,8,N
304,23.0,44000.0,Own,7.0,Venture,C,5000.0,13.23,0.0,0.11,2,N
305,35.0,125000.0,Rent,6.0,Debtconsolidation,C,7000.0,13.06,0.0,0.06,5,Y
306,30.0,232050.0,Mortgage,14.0,Medical,E,25000.0,17.93,1.0,0.09,9,Y
307,33.0,103000.0,Mortgage,5.0,Education,A,24000.0,7.49,0.0,0.23,10,N
308,33.0,53000.0,Rent,13.0,Education,C,10000.0,15.96,0.0,0.19,9,N
309,26.0,53000.0,Own,2.0,Venture,B,2500.0,9.91,0.0,0.05,2,N
310,21.0,30000.0,Rent,3.0,Debtconsolidation,A,2500.0,7.14,1.0,0.08,4,N
311,24.0,43000.0,Rent,3.0,Medical,A,11400.0,11.0,0.0,0.27,2,N
312,25.0,13200.0,Rent,0.0,Debtconsolidation,A,6625.0,8.63,1.0,0.5,3,N
313,27.0,118000.0,Rent,1.0,Personal,D,13425.0,15.99,1.0,0.11,10,Y
314,27.0,110000.0,Mortgage,0.0,Medical,B,10000.0,10.37,0.0,0.09,9,N
315,30.0,265000.0,Mortgage,3.0,Homeimprovement,D,24000.0,14.96,0.0,0.09,7,Y
316,24.0,43680.0,Rent,1.0,Education,A,10800.0,5.42,0.0,0.25,4,N
317,25.0,33000.0,Rent,1.0,Medical,B,14125.0,9.91,1.0,0.43,3,N
318,42.0,80000.0,Mortgage,8.0,Personal,B,5000.0,11.99,0.0,0.06,17,N
319,24.0,55000.0,Rent,0.0,Education,B,4000.0,11.26,0.0,0.07,4,N
320,56.0,71884.0,Own,11.0,Personal,B,7425.0,9.99,0.0,0.1,24,N
321,32.0,750000.0,Mortgage,2.0,Debtconsolidation,B,30000.0,9.91,0.0,0.04,8,N
322,29.0,54000.0,Mortgage,1.0,Personal,G,25000.0,20.16,1.0,0.46,8,Y
323,27.0,30000.0,Rent,0.0,Personal,C,10000.0,12.68,1.0,0.33,9,N
324,26.0,82000.0,Rent,2.0,Education,C,4000.0,13.48,0.0,0.05,2,N
325,24.0,46000.0,Rent,0.0,Education,D,5975.0,14.46,1.0,0.13,2,Y
326,24.0,60000.0,Rent,0.0,Personal,B,20000.0,11.14,1.0,0.33,2,N
327,28.0,30996.0,Rent,7.0,Medical,B,4000.0,10.65,0.0,0.13,5,N
328,34.0,80300.0,Mortgage,3.0,Homeimprovement,C,15000.0,12.73,0.0,0.19,10,Y
329,28.0,31150.0,Rent,4.0,Medical,B,4000.0,11.49,0.0,0.13,7,N
330,22.0,42000.0,Mortgage,6.0,Education,C,6000.0,12.99,0.0,0.14,2,Y
331,23.0,43000.0,Rent,7.0,Education,A,1000.0,7.51,0.0,0.02,3,N
332,25.0,188000.0,Mortgage,9.0,Homeimprovement,D,25000.0,13.24,1.0,0.13,4,Y
333,26.0,80004.0,Mortgage,4.0,Personal,B,15000.0,11.86,0.0,0.19,3,N
334,31.0,30000.0,Own,0.0,Homeimprovement,C,5000.0,12.53,0.0,0.17,6,Y
335,27.0,78000.0,Mortgage,2.0,Medical,B,7000.0,9.62,0.0,0.09,6,N
336,29.0,87000.0,Mortgage,6.0,Venture,A,4800.0,8.94,0.0,0.06,5,N
337,26.0,57000.0,Mortgage,10.0,Venture,A,14000.0,5.42,0.0,0.25,4,N
338,25.0,60000.0,Mortgage,3.0,Venture,B,10000.0,11.49,0.0,0.17,4,N
339,22.0,66000.0,Mortgage,4.0,Education,A,6000.0,7.9,0.0,0.09,3,N
340,25.0,60000.0,Mortgage,9.0,Venture,A,15000.0,8.49,0.0,0.25,3,N
341,25.0,95000.0,Rent,3.0,Debtconsolidation,A,7100.0,6.99,0.0,0.07,2,N
342,23.0,103000.0,Mortgage,6.0,Debtconsolidation,C,4000.0,13.49,0.0,0.04,2,N
343,23.0,24000.0,Mortgage,1.0,Education,B,5600.0,9.63,0.0,0.23,3,N
344,30.0,117500.0,Mortgage,0.0,Education,A,13500.0,8.49,0.0,0.11,7,N
345,22.0,30000.0,Rent,0.0,Medical,B,12600.0,11.99,1.0,0.42,4,N
346,50.0,36000.0,Rent,0.0,Venture,B,5000.0,10.37,0.0,0.14,16,N
347,27.0,50000.0,Rent,3.0,Medical,C,16000.0,11.0,1.0,0.32,5,Y
348,23.0,30000.0,Mortgage,0.0,Medical,D,8000.0,11.0,1.0,0.27,3,Y
349,26.0,48000.0,Rent,10.0,Education,B,4225.0,9.83,0.0,0.09,3,N
350,28.0,66920.0,Rent,12.0,Debtconsolidation,C,5000.0,14.26,0.0,0.07,8,Y
351,26.0,45928.0,Rent,5.0,Homeimprovement,A,6000.0,7.9,1.0,0.13,4,N
352,29.0,91000.0,Rent,10.0,Medical,B,16800.0,11.0,0.0,0.18,5,N
353,43.0,50000.0,Rent,3.0,Homeimprovement,C,8000.0,12.84,0.0,0.16,17,Y
354,25.0,19200.0,Rent,0.0,Debtconsolidation,C,3800.0,14.35,1.0,0.2,4,Y
355,23.0,56000.0,Rent,6.0,Education,A,6000.0,7.49,0.0,0.11,4,N
356,24.0,45888.0,Rent,5.0,Medical,A,9000.0,5.79,0.0,0.2,3,N
357,33.0,34320.0,Rent,1.0,Debtconsolidation,D,3000.0,14.11,1.0,0.09,5,N
358,23.0,46000.0,Rent,2.0,Personal,F,12800.0,19.41,1.0,0.28,2,Y
359,23.0,87000.0,Mortgage,7.0,Education,A,3500.0,9.32,0.0,0.04,3,N
360,22.0,30000.0,Rent,3.0,Medical,D,5000.0,18.25,1.0,0.17,2,N
361,33.0,32400.0,Rent,6.0,Medical,D,2500.0,15.33,1.0,0.08,10,Y
362,30.0,43000.0,Rent,4.0,Venture,D,8000.0,16.49,0.0,0.19,5,N
363,23.0,19200.0,Rent,1.0,Medical,G,6200.0,19.82,1.0,0.32,3,N
364,48.0,19200.0,Own,1.0,Medical,C,7000.0,11.0,1.0,0.36,16,N
365,27.0,61000.0,Mortgage,11.0,Education,B,1200.0,10.37,0.0,0.02,9,N
366,32.0,27000.0,Rent,2.0,Education,C,6000.0,12.73,0.0,0.22,5,Y
367,27.0,56400.0,Rent,1.0,Venture,B,9700.0,8.88,0.0,0.17,10,N
368,22.0,72000.0,Rent,5.0,Personal,D,10000.0,17.27,0.0,0.14,2,N
369,26.0,74000.0,Rent,2.0,Education,C,8000.0,13.92,0.0,0.11,3,N
370,25.0,42000.0,Rent,6.0,Medical,A,5600.0,7.49,0.0,0.13,2,N
371,26.0,45000.0,Rent,6.0,Medical,A,3575.0,11.0,0.0,0.08,2,N
372,23.0,90000.0,Mortgage,7.0,Debtconsolidation,B,4000.0,10.65,0.0,0.04,3,N
373,24.0,130000.0,Mortgage,4.0,Homeimprovement,B,25000.0,10.74,0.0,0.19,3,N
374,42.0,65000.0,Own,6.0,Education,A,22750.0,8.9,0.0,0.35,12,N
375,27.0,77700.0,Rent,5.0,Medical,C,2400.0,11.0,0.0,0.03,5,Y
376,25.0,36852.0,Rent,1.0,Education,B,6000.0,12.42,0.0,0.16,2,N
377,24.0,55152.0,Mortgage,8.0,Personal,B,16000.0,11.49,0.0,0.29,2,N
378,23.0,57000.0,Rent,4.0,Debtconsolidation,A,12000.0,8.94,0.0,0.21,2,N
379,23.0,34000.0,Rent,2.0,Debtconsolidation,D,6000.0,14.09,1.0,0.18,4,Y
380,34.0,35000.0,Rent,1.0,Personal,A,8000.0,6.17,0.0,0.23,9,N
381,28.0,55000.0,Mortgage,7.0,Medical,A,8000.0,11.0,0.0,0.15,8,N
382,28.0,74000.0,Rent,0.0,Debtconsolidation,D,5000.0,15.21,1.0,0.07,8,N
383,31.0,36000.0,Rent,4.0,Medical,D,10000.0,14.42,0.0,0.28,9,Y
384,29.0,66500.0,Own,4.0,Venture,A,12000.0,6.99,0.0,0.18,8,N
385,24.0,86000.0,Mortgage,8.0,Education,A,15000.0,5.79,0.0,0.17,3,N
386,35.0,21600.0,Rent,1.0,Education,C,2500.0,14.35,0.0,0.12,8,Y
387,28.0,60000.0,Mortgage,6.0,Debtconsolidation,B,4125.0,9.99,0.0,0.07,10,N
388,26.0,75000.0,Rent,10.0,Education,D,10000.0,15.58,0.0,0.13,2,Y
389,29.0,136000.0,Mortgage,4.0,Debtconsolidation,D,7775.0,14.96,1.0,0.06,5,Y
390,26.0,58000.0,Rent,0.0,Homeimprovement,B,20000.0,10.25,1.0,0.34,4,N
391,36.0,92000.0,Mortgage,18.0,Debtconsolidation,A,4000.0,7.29,0.0,0.04,13,N
392,25.0,182952.0,Mortgage,9.0,Personal,A,15000.0,6.03,0.0,0.08,3,N
393,23.0,36000.0,Rent,0.0,Personal,C,3000.0,11.0,1.0,0.08,4,N
394,31.0,46300.0,Mortgage,16.0,Personal,A,7500.0,7.88,0.0,0.16,6,N
395,29.0,113000.0,Mortgage,5.0,Personal,G,25000.0,18.84,1.0,0.22,7,Y
396,31.0,83300.0,Mortgage,9.0,Medical,D,10000.0,11.0,1.0,0.1,5,Y
397,23.0,14400.0,Rent,1.0,Education,B,4750.0,11.11,1.0,0.33,2,N
398,34.0,135000.0,Mortgage,18.0,Education,A,8000.0,9.32,0.0,0.06,6,N
399,27.0,65000.0,Mortgage,0.0,Homeimprovement,D,22000.0,14.09,0.0,0.34,6,Y
400,23.0,115000.0,Mortgage,7.0,Education,C,10000.0,14.27,0.0,0.09,2,N
401,29.0,70000.0,Rent,6.0,Education,A,7000.0,7.74,0.0,0.1,6,N
402,23.0,75000.0,Mortgage,0.0,Debtconsolidation,A,12000.0,6.92,0.0,0.16,4,N
403,21.0,25000.0,Rent,6.0,Education,B,6925.0,11.71,0.0,0.28,3,N
404,21.0,36648.0,Mortgage,4.0,Debtconsolidation,B,7125.0,9.91,0.0,0.19,2,N
405,27.0,72000.0,Rent,11.0,Venture,C,2500.0,14.35,0.0,0.03,6,N
406,22.0,185000.0,Rent,4.0,Medical,B,25000.0,11.36,0.0,0.14,2,N
407,21.0,84000.0,Mortgage,5.0,Debtconsolidation,B,10000.0,12.53,0.0,0.12,4,N
408,33.0,66000.0,Own,16.0,Homeimprovement,A,3500.0,11.0,0.0,0.05,5,N
409,21.0,80000.0,Rent,6.0,Venture,A,18000.0,7.9,0.0,0.23,2,N
410,27.0,43200.0,Rent,4.0,Medical,B,4200.0,10.74,0.0,0.1,6,N
411,22.0,66000.0,Rent,6.0,Education,C,25000.0,13.06,1.0,0.38,3,Y
412,35.0,90000.0,Mortgage,9.0,Homeimprovement,C,20000.0,12.53,0.0,0.22,5,N
413,41.0,121200.0,Rent,1.0,Venture,A,10000.0,6.03,0.0,0.08,13,N
414,27.0,67000.0,Rent,1.0,Personal,C,2800.0,13.04,0.0,0.04,7,N
415,27.0,45000.0,Mortgage,4.0,Medical,A,5000.0,6.03,0.0,0.11,9,N
416,23.0,45312.0,Rent,3.0,Education,A,13500.0,7.88,0.0,0.3,3,N
417,23.0,63300.0,Rent,3.0,Debtconsolidation,A,2400.0,7.9,0.0,0.04,4,N
418,29.0,89849.0,Mortgage,13.0,Personal,C,6000.0,13.98,0.0,0.07,10,Y
419,26.0,46000.0,Rent,3.0,Medical,D,11000.0,16.29,1.0,0.24,3,Y
420,34.0,36000.0,Rent,5.0,Debtconsolidation,A,14000.0,7.51,1.0,0.39,6,N
421,29.0,27000.0,Rent,10.0,Homeimprovement,D,3975.0,12.17,1.0,0.15,5,N
422,33.0,58344.0,Rent,5.0,Venture,D,11975.0,16.29,0.0,0.21,9,Y
423,24.0,69000.0,Mortgage,7.0,Homeimprovement,E,5200.0,17.19,0.0,0.08,2,N
424,35.0,150000.0,Mortgage,5.0,Debtconsolidation,C,15000.0,13.16,0.0,0.1,7,Y
425,25.0,63000.0,Mortgage,3.0,Personal,C,3000.0,13.47,0.0,0.05,2,Y
426,30.0,100000.0,Rent,13.0,Debtconsolidation,A,12000.0,7.88,0.0,0.12,9,N
427,42.0,70000.0,Mortgage,19.0,Venture,A,10500.0,6.99,0.0,0.15,12,N
428,26.0,75000.0,Rent,4.0,Medical,B,8000.0,5.99,0.0,0.16,4,N
429,36.0,32000.0,Own,4.0,Education,C,3600.0,13.49,0.0,0.11,11,Y
430,25.0,21000.0,Rent,2.0,Education,E,4500.0,16.45,1.0,0.21,4,Y
431,23.0,73500.0,Rent,1.0,Venture,C,12000.0,12.99,1.0,0.16,2,N
432,56.0,150000.0,Rent,7.0,Homeimprovement,C,10000.0,13.49,0.0,0.07,20,N
433,27.0,55000.0,Mortgage,3.0,Venture,B,20000.0,10.62,0.0,0.21,4,N
434,47.0,45000.0,Own,10.0,Medical,A,11200.0,6.62,0.0,0.25,12,N
435,23.0,42000.0,Rent,5.0,Venture,B,6000.0,9.99,0.0,0.14,4,N
436,22.0,50004.0,Mortgage,4.0,Personal,B,4950.0,11.0,0.0,0.1,2,N
437,29.0,20688.0,Rent,4.0,Personal,A,10400.0,8.49,1.0,0.5,9,N
438,30.0,35000.0,Mortgage,14.0,Medical,A,2000.0,5.42,0.0,0.06,9,N
439,36.0,38568.0,Rent,7.0,Personal,E,2400.0,18.39,0.0,0.06,12,Y
440,22.0,50000.0,Rent,3.0,Medical,C,13000.0,12.23,0.0,0.26,3,N
441,27.0,84000.0,Mortgage,11.0,Personal,D,14000.0,15.7,0.0,0.17,7,Y
442,25.0,162000.0,Rent,5.0,Education,A,14500.0,7.9,0.0,0.09,4,N
443,24.0,37000.0,Mortgage,7.0,Debtconsolidation,A,6250.0,7.14,1.0,0.17,4,N
444,24.0,135000.0,Mortgage,8.0,Medical,A,17000.0,6.17,0.0,0.13,4,N
445,39.0,108000.0,Mortgage,6.0,Education,D,30000.0,16.49,1.0,0.28,11,Y
446,25.0,56004.0,Rent,3.0,Personal,C,7000.0,14.22,0.0,0.12,4,N
447,21.0,28200.0,Rent,2.0,Debtconsolidation,D,2500.0,16.77,1.0,0.09,2,Y
448,29.0,82000.0,Own,5.0,Personal,C,21000.0,14.65,0.0,0.26,5,Y
449,31.0,10000.0,Rent,15.0,Debtconsolidation,A,2650.0,7.4,1.0,0.27,9,N
450,23.0,54516.0,Rent,4.0,Venture,B,6000.0,9.91,0.0,0.11,3,N
451,33.0,153000.0,Mortgage,1.0,Homeimprovement,D,23100.0,14.74,1.0,0.15,9,Y
452,26.0,100000.0,Rent,3.0,Debtconsolidation,C,3000.0,13.57,0.0,0.03,3,N
453,24.0,55782.0,Rent,3.0,Debtconsolidation,A,17000.0,7.51,0.0,0.3,3,N
454,22.0,55000.0,Rent,3.0,Venture,A,7000.0,6.91,0.0,0.13,4,N
455,34.0,287300.0,Rent,1.0,Medical,C,15000.0,12.41,1.0,0.04,8,Y
456,24.0,50000.0,Rent,3.0,Personal,C,17000.0,13.79,1.0,0.34,3,N
457,26.0,19200.0,Rent,3.0,Medical,A,2000.0,6.17,0.0,0.1,4,N
458,23.0,27000.0,Rent,7.0,Debtconsolidation,A,11000.0,8.59,1.0,0.41,4,N
459,46.0,52800.0,Mortgage,1.0,Medical,A,2800.0,6.76,0.0,0.05,14,N
460,26.0,90000.0,Rent,4.0,Personal,D,5000.0,16.77,0.0,0.06,3,Y
461,24.0,27600.0,Own,8.0,Medical,A,7000.0,7.9,0.0,0.25,4,N
462,29.0,25000.0,Own,5.0,Venture,C,10000.0,13.49,0.0,0.4,6,Y
463,25.0,80000.0,Mortgage,0.0,Medical,B,15500.0,11.0,0.0,0.19,3,N
464,27.0,67000.0,Rent,3.0,Debtconsolidation,B,6000.0,9.99,0.0,0.09,8,N
465,22.0,27000.0,Rent,4.0,Education,A,15000.0,11.0,0.0,0.18,8,Y
466,25.0,90000.0,Mortgage,9.0,Medical,A,6000.0,6.99,0.0,0.07,3,N
467,24.0,85000.0,Mortgage,2.0,Personal,C,7500.0,13.99,0.0,0.09,2,Y
468,22.0,66800.0,Rent,2.0,Debtconsolidation,A,9300.0,11.0,0.0,0.14,3,N
469,23.0,107000.0,Rent,2.0,Debtconsolidation,A,4900.0,8.94,0.0,0.05,2,N
470,25.0,80208.0,Mortgage,1.0,Medical,A,4000.0,5.42,0.0,0.05,3,N
471,22.0,98656.0,Mortgage,3.0,Education,C,7500.0,13.06,1.0,0.08,3,Y
472,28.0,48715.0,Rent,2.0,Debtconsolidation,C,12000.0,12.87,0.0,0.25,5,Y
473,44.0,43000.0,Rent,3.0,Debtconsolidation,B,7800.0,11.0,0.0,0.18,13,N
474,24.0,42000.0,Rent,2.0,Education,C,4800.0,15.23,1.0,0.11,2,Y
475,28.0,123000.0,Own,0.0,Debtconsolidation,G,22000.0,20.86,1.0,0.18,8,Y
476,25.0,55000.0,Mortgage,9.0,Venture,A,6500.0,7.49,0.0,0.12,3,N
477,29.0,180000.0,Mortgage,2.0,Medical,A,20000.0,11.0,0.0,0.11,10,N
478,27.0,31000.0,Rent,4.0,Debtconsolidation,A,8000.0,7.66,1.0,0.26,8,N
479,25.0,84000.0,Rent,5.0,Homeimprovement,C,10000.0,13.49,0.0,0.12,2,N
480,40.0,75996.0,Mortgage,0.0,Medical,C,3600.0,12.87,0.0,0.05,11,N
481,38.0,24000.0,Rent,5.0,Medical,B,7200.0,10.65,0.0,0.3,14,N
482,26.0,90000.0,Rent,0.0,Education,B,5525.0,11.36,0.0,0.06,4,N
483,31.0,72000.0,Mortgage,6.0,Medical,A,9800.0,6.62,0.0,0.14,7,N
484,31.0,75000.0,Mortgage,4.0,Debtconsolidation,B,13800.0,11.0,0.0,0.18,9,N
485,22.0,36000.0,Own,6.0,Education,B,14500.0,10.99,0.0,0.4,3,N
486,23.0,21600.0,Rent,2.0,Medical,D,6000.0,14.42,1.0,0.28,4,N
487,30.0,102540.0,Mortgage,6.0,Homeimprovement,A,1500.0,7.9,0.0,0.01,5,N
488,22.0,31000.0,Rent,0.0,Debtconsolidation,B,12000.0,10.25,1.0,0.39,4,N
489,22.0,15090.0,Rent,0.0,Education,A,7000.0,8.94,1.0,0.46,4,N
490,36.0,34000.0,Mortgage,2.0,Personal,B,5000.0,10.65,0.0,0.15,15,N
491,22.0,25500.0,Mortgage,0.0,Venture,A,7000.0,6.99,0.0,0.27,2,N
492,22.0,58170.0,Rent,1.0,Education,A,3000.0,9.07,1.0,0.05,2,N
493,37.0,74000.0,Rent,7.0,Personal,B,15000.0,11.71,0.0,0.2,11,N
494,33.0,93000.0,Rent,1.0,Debtconsolidation,A,3000.0,11.0,0.0,0.03,7,N
495,25.0,79900.0,Mortgage,7.0,Medical,B,15000.0,11.12,1.0,0.16,4,N
496,32.0,202000.0,Mortgage,7.0,Personal,B,28000.0,10.59,0.0,0.14,7,N
497,31.0,53000.0,Mortgage,15.0,Venture,D,10000.0,11.0,0.0,0.19,10,N
498,26.0,130000.0,Own,13.0,Homeimprovement,D,16000.0,11.0,0.0,0.4,15,N
499,34.0,135600.0,Mortgage,10.0,Education,A,1000.0,5.42,0.0,0.01,7,N
500,32.0,86400.0,Rent,2.0,Venture,A,15000.0,6.03,0.0,0.17,7,N
501,37.0,65000.0,Rent,2.0,Personal,B,20000.0,10.25,1.0,0.31,16,N
502,27.0,50000.0,Own,7.0,Education,C,8800.0,12.29,0.0,0.18,7,N
503,29.0,40000.0,Rent,14.0,Venture,A,7000.0,7.14,0.0,0.17,5,N
504,25.0,85000.0,Rent,7.0,Medical,E,20000.0,17.39,1.0,0.2,2,N
505,27.0,40000.0,Rent,10.0,Debtconsolidation,B,10000.0,11.36,0.0,0.25,5,N
506,27.0,100000.0,Rent,11.0,Venture,B,5000.0,12.42,0.0,0.05,8,N
507,30.0,180000.0,Rent,1.0,Education,C,20000.0,14.22,0.0,0.11,10,N
508,22.0,18000.0,Rent,1.0,Medical,B,1800.0,12.18,1.0,0.1,3,N
509,24.0,68000.0,Rent,0.0,Venture,A,10000.0,6.99,0.0,0.15,3,N
510,26.0,38400.0,Rent,8.0,Venture,D,9100.0,15.37,0.0,0.24,2,Y
511,50.0,55000.0,Mortgage,5.0,Venture,A,8000.0,19.29,1.0,0.33,3,N
512,30.0,65000.0,Rent,3.0,Education,B,9000.0,12.42,0.0,0.14,5,N
513,53.0,95000.0,Own,24.0,Personal,A,6000.0,5.42,0.0,0.06,30,N
514,24.0,65000.0,Rent,0.0,Debtconsolidation,B,7000.0,11.83,0.0,0.11,2,N
515,30.0,53000.0,Rent,1.0,Medical,A,11000.0,6.62,0.0,0.21,9,N
516,27.0,62000.0,Rent,7.0,Homeimprovement,A,5000.0,11.0,0.0,0.08,5,N
517,38.0,65000.0,Mortgage,6.0,Medical,C,11500.0,13.92,0.0,0.18,16,N
518,26.0,45000.0,Rent,2.0,Personal,C,10000.0,11.0,0.0,0.22,3,N
519,24.0,50000.0,Rent,3.0,Personal,A,10000.0,7.49,0.0,0.2,2,N
520,38.0,35000.0,Rent,6.0,Personal,B,5000.0,9.99,0.0,0.14,14,N
521,21.0,159800.0,Mortgage,5.0,Medical,D,30000.0,15.62,1.0,0.16,2,N
522,25.0,50000.0,Mortgage,3.0,Debtconsolidation,A,17000.0,6.03,0.0,0.34,2,N
523,25.0,39000.0,Rent,2.0,Venture,C,8500.0,13.23,1.0,0.22,4,Y
524,24.0,28800.0,Rent,1.0,Debtconsolidation,A,8500.0,11.0,0.0,0.3,2,N
525,22.0,56000.0,Mortgage,5.0,Medical,B,12000.0,10.99,0.0,0.21,2,N
526,31.0,30000.0,Mortgage,3.0,Personal,A,9450.0,8.49,0.0,0.32,8,N
527,49.0,61776.0,Mortgage,1.0,Personal,B,12000.0,12.21,0.0,0.19,12,N
528,21.0,41900.0,Rent,2.0,Venture,C,16000.0,12.84,1.0,0.38,2,Y
529,24.0,72000.0,Mortgage,1.0,Venture,A,12000.0,5.42,0.0,0.17,4,N
530,31.0,55000.0,Own,5.0,Education,D,15850.0,11.0,0.0,0.29,7,N
531,24.0,58668.0,Rent,8.0,Medical,D,6000.0,15.05,1.0,0.1,4,Y
532,22.0,49200.0,Mortgage,6.0,Venture,A,4800.0,7.51,0.0,0.1,3,N
533,31.0,38000.0,Own,1.0,Personal,D,13750.0,15.21,0.0,0.36,5,N
534,29.0,30000.0,Rent,3.0,Medical,B,4400.0,11.49,0.0,0.15,6,N
535,27.0,80000.0,Mortgage,3.0,Debtconsolidation,B,3000.0,11.11,0.0,0.04,7,N
536,24.0,41000.0,Rent,3.0,Education,B,7200.0,12.53,0.0,0.18,2,N
537,32.0,40000.0,Rent,2.0,Education,B,4000.0,9.99,0.0,0.1,7,N
538,22.0,42900.0,Own,7.0,Education,B,2000.0,10.74,0.0,0.05,4,N
539,27.0,54000.0,Mortgage,1.0,Homeimprovement,B,27575.0,11.0,0.0,0.51,10,N
540,22.0,48000.0,Mortgage,2.0,Medical,B,9600.0,11.86,0.0,0.2,2,N
541,32.0,307000.0,Own,10.0,Venture,C,11000.0,14.26,0.0,0.04,10,Y
542,24.0,42000.0,Rent,0.0,Medical,C,3000.0,12.73,0.0,0.07,4,N
543,26.0,144000.0,Rent,0.0,Debtconsolidation,A,5800.0,7.29,0.0,0.04,3,N
544,26.0,42000.0,Rent,0.0,Medical,F,21000.0,17.26,1.0,0.5,4,Y
545,27.0,74400.0,Mortgage,11.0,Debtconsolidation,D,10000.0,16.0,1.0,0.13,6,Y
546,26.0,55000.0,Mortgage,10.0,Venture,C,4000.0,14.27,0.0,0.05,5,Y
547,28.0,110000.0,Mortgage,3.0,Venture,A,11000.0,5.79,0.0,0.1,5,N
548,23.0,50000.0,Rent,8.0,Medical,B,5825.0,10.65,0.0,0.12,2,N
549,26.0,75000.0,Mortgage,6.0,Medical,A,13000.0,6.99,0.0,0.17,2,N
550,23.0,70000.0,Mortgage,7.0,Education,A,20000.0,6.17,0.0,0.29,2,N
551,36.0,36000.0,Rent,3.0,Debtconsolidation,C,9000.0,12.73,0.0,0.25,17,Y
552,26.0,54000.0,Rent,0.0,Personal,D,13200.0,14.91,1.0,0.24,2,Y
553,23.0,85000.0,Rent,2.0,Personal,C,16000.0,14.27,0.0,0.19,2,N
554,22.0,30000.0,Rent,1.0,Debtconsolidation,E,6400.0,16.0,1.0,0.21,3,N
555,25.0,49200.0,Mortgage,2.0,Education,B,6000.0,10.0,0.0,0.12,4,N
556,26.0,54828.0,Mortgage,10.0,Education,E,5000.0,16.82,0.0,0.09,4,N
557,32.0,105000.0,Mortgage,11.0,Medical,A,20000.0,6.54,0.0,0.19,9,N
558,24.0,61499.0,Mortgage,8.0,Debtconsolidation,D,19600.0,15.65,1.0,0.32,2,N
559,27.0,157544.0,Mortgage,8.0,Venture,C,35000.0,12.99,0.0,0.22,8,N
560,22.0,145000.0,Mortgage,6.0,Personal,A,12000.0,6.92,0.0,0.08,4,N
561,27.0,69000.0,Rent,0.0,Personal,D,3325.0,16.32,1.0,0.05,7,Y
562,29.0,55000.0,Rent,4.0,Debtconsolidation,A,12000.0,7.66,0.0,0.15,6,N
563,23.0,24000.0,Rent,0.0,Debtconsolidation,B,6000.0,11.0,0.0,0.25,2,N
564,47.0,52000.0,Rent,5.0,Education,B,12000.0,11.99,0.0,0.23,14,N
565,27.0,19200.0,Mortgage,3.0,Venture,D,1400.0,16.77,0.0,0.07,6,N
566,23.0,189996.0,Own,0.0,Personal,B,24000.0,11.83,0.0,0.13,3,N
567,23.0,24000.0,Mortgage,1.0,Debtconsolidation,D,2800.0,16.07,1.0,0.12,3,N
568,29.0,60000.0,Mortgage,13.0,Debtconsolidation,G,25000.0,20.16,1.0,0.42,9,Y
569,28.0,40000.0,Rent,12.0,Personal,B,1000.0,9.88,0.0,0.03,9,N
570,23.0,37700.0,Mortgage,7.0,Debtconsolidation,A,10000.0,9.63,1.0,0.27,3,N
571,23.0,60000.0,Rent,1.0,Debtconsolidation,B,6200.0,10.65,0.0,0.1,3,N
572,29.0,98850.0,Rent,6.0,Homeimprovement,A,12500.0,11.0,0.0,0.13,9,N
573,26.0,65000.0,Mortgage,4.0,Education,B,5000.0,11.89,0.0,0.08,4,N
574,29.0,50000.0,Mortgage,4.0,Personal,B,21850.0,12.42,0.0,0.44,9,N
575,21.0,31700.0,Rent,0.0,Debtconsolidation,B,7200.0,11.71,1.0,0.23,4,N
